trait_name,temp,trait,error_pos,error_neg,error_unit,trait_def,trait2_name,trait2,genus,species,citation,doi,data_source,notes,type,latitude,longitude
EV,25,0.964,NA,NA,95% confidence interval,percent hatch,photoperiod length,16,Aedes,nigromaculis,McHaffey_1972_MosqNews,10.5281/zenodo.16126961,Table 1,cumulative over 3 hatch attempts; standard error is 95% confidence interval,non-Arctic,46,-119
EV,25,0.972,NA,NA,95% confidence interval,percent hatch,photoperiod length,11,Aedes,nigromaculis,McHaffey_1972_MosqNews,10.5281/zenodo.16126961,Table 1,cumulative over 3 hatch attempts; standard error is 95% confidence interval,non-Arctic,46,-119
EV,10,0.532,8.2,7.8,95% confidence interval,percent hatch,photoperiod length,16,Aedes,nigromaculis,McHaffey_1972_MosqNews,10.5281/zenodo.16126961,Table 1,cumulative over 3 hatch attempts; standard error is 95% confidence interval,non-Arctic,46,-119
EV,10,0.31,6,7,95% confidence interval,percent hatch,photoperiod length,11,Aedes,nigromaculis,McHaffey_1972_MosqNews,10.5281/zenodo.16126961,Table 1,cumulative over 3 hatch attempts; standard error is 95% confidence interval,non-Arctic,46,-119
EV,20,0.2,0.5411764705882353,0.13176470588235298,IQR,total percentage of eggs hatching across all six flood rounds,NA,NA,aedes,triseriatus,Zimmerman_2025_JVectorEcol,10.52707/1081-1710-50.1-s1,figure 1 insert,trait value is median values across each of the eleven replicates; errors are interquartile range,non-Arctic,40.3,-74.7
EV,28,0.924705882,1,0.6070588235294118,IQR,total percentage of eggs hatching across all six flood rounds,NA,NA,aedes,triseriatus,Zimmerman_2025_JVectorEcol,10.52707/1081-1710-50.1-s1,figure 1 insert,trait value is median values across each of the eleven replicates; errors are interquartile range,non-Arctic,40.3,-74.7
EV,5,0.044,NA,NA,NA,proportion of individuals surviving life stage (emergence rate),NA,NA,Aedes,albopictus,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,table 1,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,non-Arctic,-21.321879,55.501618
EV,10,0.04,NA,NA,NA,proportion of individuals surviving life stage (emergence rate),NA,NA,Aedes,albopictus,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,table 1,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,non-Arctic,-21.321879,55.501618
EV,15,0.082,0.01,0.01,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (yeast) provided per larvae per day (mg),0.591821561,Aedes,albopictus,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,table 1,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,non-Arctic,-21.321879,55.501618
EV,20,0.669,0.01,0.01,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (yeast) provided per larvae per day (mg),0.61509434,Aedes,albopictus,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,table 1,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,non-Arctic,-21.321879,55.501618
EV,25,0.492,0.01,0.01,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (yeast) provided per larvae per day (mg),0.546153846,Aedes,albopictus,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,table 1,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,non-Arctic,-21.321879,55.501618
EV,30,0.512,0.01,0.01,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (yeast) provided per larvae per day (mg),0.569014085,Aedes,albopictus,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,table 1,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,non-Arctic,-21.321879,55.501618
EV,35,0.1,0.01,0.01,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (yeast) provided per larvae per day (mg),0.636363636,Aedes,albopictus,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,table 1,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,non-Arctic,-21.321879,55.501618
EV,27,0.685,0.08,0.08,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (liver) provided per larvae per day (mg),1,Aedes,albopictus,Blagrove et al. 2013. A Wolbachia wMel transinfection in Aedes albopictus is not detrimental to host fitness and inhibits Chikungunya virus. PLoS Negl Trop Dis. 7(3):e2152,10.1371/journal.pntd.0002152,figure 3,The Uju.wMel line was generated by microinjection of wMel from D. melanogaster into a Wolbachia-uninfected (cured) Ae. albopictus strain UjuT. Uju.wt was generated by introgression of the natural wAlbA/B infection of Ae. albopictus from the Ascoli strain (Italy) into UjuT background for four generations followed by a further three here. The resulting line was greater than 99% UjuT nuclear background and contained both wAlbA and wAlbB. All Ae. albopictus colonies in Oxford were maintained at 27 degC and 70% relative humidity on a 12-h light/dark cycle.,non-Arctic,42.9,13.9
EV,27,0.72,0.07,0.07,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (liver) provided per larvae per day (mg),1,Aedes,albopictus,Blagrove et al. 2013. A Wolbachia wMel transinfection in Aedes albopictus is not detrimental to host fitness and inhibits Chikungunya virus. PLoS Negl Trop Dis. 7(3):e2152,10.1371/journal.pntd.0002152,figure 3,The Uju.wMel line was generated by microinjection of wMel from D. melanogaster into a Wolbachia-uninfected (cured) Ae. albopictus strain UjuT. Uju.wt was generated by introgression of the natural wAlbA/B infection of Ae. albopictus from the Ascoli strain (Italy) into UjuT background for four generations followed by a further three here. The resulting line was greater than 99% UjuT nuclear background and contained both wAlbA and wAlbB. All Ae. albopictus colonies in Oxford were maintained at 27 degC and 70% relative humidity on a 12-h light/dark cycle.,non-Arctic,42.9,13.9
EV,15,0.66,NA,NA,NA,proportion of individuals surviving life stage (emergence rate),estimate of total food (tetramin) provided per larvae per day (mg),0.5,Aedes,albopictus,Calado et al. 2002. Evaluation of the temperature influence on the development of Aedes albopictus. Rev Saude Publica 36(2).,10.1590/s0034-89102002000200009,table 1,NA,non-Arctic,-25.447583,-49.232444
EV,20,0.82,NA,NA,NA,proportion of individuals surviving life stage (emergence rate),estimate of total food (tetramin) provided per larvae per day (mg),0.5,Aedes,albopictus,Calado et al. 2002. Evaluation of the temperature influence on the development of Aedes albopictus. Rev Saude Publica 36(2).,10.1590/s0034-89102002000200009,table 1,NA,non-Arctic,-25.447583,-49.232444
EV,25,0.735,NA,NA,NA,proportion of individuals surviving life stage (emergence rate),estimate of total food (tetramin) provided per larvae per day (mg),0.5,Aedes,albopictus,Calado et al. 2002. Evaluation of the temperature influence on the development of Aedes albopictus. Rev Saude Publica 36(2).,10.1590/s0034-89102002000200009,table 1,NA,non-Arctic,-25.447583,-49.232444
EV,30,0.8,NA,NA,NA,proportion of individuals surviving life stage (emergence rate),estimate of total food (tetramin) provided per larvae per day (mg),0.5,Aedes,albopictus,Calado et al. 2002. Evaluation of the temperature influence on the development of Aedes albopictus. Rev Saude Publica 36(2).,10.1590/s0034-89102002000200009,table 1,NA,non-Arctic,-25.447583,-49.232444
EV,25,0.507,0.1487,0.1487,SE,proportion of individuals surviving life stage (emergence rate),total amount of liver made available as food (mg),3.85,Aedes,albopictus,Monteiro et al 2007. Eclosion rate development and survivorship of Aedes albopictus (Skuse)(Diptera: Culicidae) under different water temperatures. Neotrop Entomol. 36:6,10.1590/s1519-566x2007000600021,table 1,A laboratory colony of Ae. albopictus established in October 2004 from field collected mosquitoes was used as mosquito source. Eggs were collected using ovitraps placed at the campus of the Universidade Federal de Pernambuco Recife,non-Arctic,-8.050411,-34.950785
EV,30,0.419,0.1268,0.1268,SE,proportion of individuals surviving life stage (emergence rate),total amount of liver made available as food (mg),3.5,Aedes,albopictus,Monteiro et al 2007. Eclosion rate development and survivorship of Aedes albopictus (Skuse)(Diptera: Culicidae) under different water temperatures. Neotrop Entomol. 36:6,10.1590/s1519-566x2007000600021,table 1,A laboratory colony of Ae. albopictus established in October 2004 from field collected mosquitoes was used as mosquito source. Eggs were collected using ovitraps placed at the campus of the Universidade Federal de Pernambuco Recife,non-Arctic,-8.050411,-34.950785
EV,35,0.283,0.0784,0.0784,SE,proportion of individuals surviving life stage (emergence rate),total amount of liver made available as food (mg),4.725,Aedes,albopictus,Monteiro et al 2007. Eclosion rate development and survivorship of Aedes albopictus (Skuse)(Diptera: Culicidae) under different water temperatures. Neotrop Entomol. 36:6,10.1590/s1519-566x2007000600021,table 1,A laboratory colony of Ae. albopictus established in October 2004 from field collected mosquitoes was used as mosquito source. Eggs were collected using ovitraps placed at the campus of the Universidade Federal de Pernambuco Recife,non-Arctic,-8.050411,-34.950785
EV,27,0.8320000000000001,1.7,1.7,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (yeast) provided per larvae per day (mg),0.72,Aedes,albopictus,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,table 2,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,non-Arctic,23.170712,113.288211
EV,27,0.856,3.3,3.3,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (yeast) provided per larvae per day (mg),0.72,Aedes,albopictus,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,table 2,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,non-Arctic,23.170712,113.288211
EV,27,0.82,4.7,4.7,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (yeast) provided per larvae per day (mg),0.72,Aedes,albopictus,Zhang et al 2015. Combining the sterile insect technique with the incompatible insect technique: I-impact of wolbachia infection on the fitness of triple- and double-infected strains of Aedes albopictus. PLoS One. 10(4):e0121126,10.1371/journal.pone.0121126,table 2,Ae. albopictus larvae were collected in the field from various locations in Guangzhou.,non-Arctic,23.170712,113.288211
EV,27,0.84,0.02,0.02,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (liver) provided per larvae per day (mg),0.75,Aedes,albopictus,Li et al 2021. Quality control of long-term mass-reared Aedes albopictus for population suppression. J Pest Sci 94,10.1007/s10340-021-01340-z,in text,The Ae. albopictus HC line infected with Wolbachia strains wAlbA wAbB and wPip was produced at a mass rearing factory run by Guangzhou Wolbaki Biotech Co. Ltd.,non-Arctic,23.149248,113.244266
EV,27,0.89,0.02,0.02,SE,proportion of individuals surviving life stage (emergence rate),estimate of total food (liver) provided per larvae per day (mg),0.75,Aedes,albopictus,Li et al 2021. Quality control of long-term mass-reared Aedes albopictus for population suppression. J Pest Sci 94,10.1007/s10340-021-01340-z,in text,The Ae. albopictus HC line infected with Wolbachia strains wAlbA wAbB and wPip was produced at a mass rearing factory run by Guangzhou Wolbaki Biotech Co. Ltd.,non-Arctic,23.149248,113.244266
