trait_name,temp,trait,error_pos,error_neg,error_unit,trait_def,trait2_name,trait2,genus,species,citation,doi,data_source,notes,type,latitude,longitude
EFGC,20,80,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,20,77,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,25,68.61538462,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,25,70.85714286,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,25,74.30769231,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,25,53.66666667,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,25,39.66666667,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,25,101.5,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,25,35,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,25,18,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,30,77.19047619,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,30,98.68421053,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,30,60.3125,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,30,67.90909091,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,30,67.66666667,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,30,41.75,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,30,14.5,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,35,47.93333333,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
EFGC,35,51.5,NA,NA,NA,NA,NA,NA,Aedes,albopictus,Delatte_etal_2009_JMedEnto,10.1603/033.046.0105,table 6,NA,non-Arctic,-21.3,55.5
