Id,DatasetID,OriginalID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,Habitat,LabField,SecondStressorDef,SecondStressorValue,SecondStressorUnit,TimeStart,TimeEnd,Location,LocationType,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1DenValue,Interactor1DenUnit,FigureTable,Citation,DOI,CuratedByCitation,CuratedByDOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate
109669,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.669,proportion,0.01,0.01,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.61509434,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,62,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,20.0,Celsius,62.0,egg,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109671,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.86,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.61509434,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,62,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,20.0,Celsius,62.0,juvenile,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109673,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.899,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.61509434,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,62,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,indeterminate,20.0,Celsius,62.0,pupa,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109675,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.775,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.61509434,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,62,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,20.0,Celsius,62.0,juvenile (L1 to pupa),table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109678,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.492,proportion,0.01,0.01,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.546153846,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,61,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,25.0,Celsius,61.0,egg,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109680,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.81,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.546153846,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,61,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,25.0,Celsius,61.0,juvenile,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109682,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.938,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.546153846,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,61,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,indeterminate,25.0,Celsius,61.0,pupa,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109684,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.763,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.546153846,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,61,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,25.0,Celsius,61.0,juvenile (L1 to pupa),table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109687,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.512,proportion,0.01,0.01,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.569014085,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,54,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,30.0,Celsius,54.0,egg,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109689,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.75,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.569014085,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,54,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,30.0,Celsius,54.0,juvenile,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109691,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.9,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.569014085,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,54,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,indeterminate,30.0,Celsius,54.0,pupa,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109693,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.675,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.569014085,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,54,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,30.0,Celsius,54.0,juvenile (L1 to pupa),table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109696,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.1,proportion,0.01,0.01,SE,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.636363636,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,3,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,35.0,Celsius,3.0,egg,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109698,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.3,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.636363636,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,3,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,35.0,Celsius,3.0,juvenile,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109700,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.083,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.636363636,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,3,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,pupal,indeterminate,35.0,Celsius,3.0,pupa,table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109702,830,SK031,survival,proportion of individuals surviving life stage (emergence rate),0.025,proportion,,,,terrestrial,laboratory,estimate of total food (yeast) provided per larvae per day,0.636363636,mg,2009,2009,Insectary Saint Pierre,colony,decimal,-21.321879,55.501618,Aedes albopictus,3,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,juvenile (L1 to pupa),indeterminate,35.0,Celsius,3.0,juvenile (L1 to pupa),table 1,Delatte et al 2009. Influence of Temperature on Immature Development Survival Longevity Fecundity and Gonotrophic Cycles of Aedes albopictus Vector of Chikungunya and Dengue in the Indian Ocean. Journal of Medical Entomology Volume 46 Issue 1,10.1603/033.046.0105,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,Aedes albopictus used in this study were obtained from a laboratory colony established for 3 mo from field-collected mosquitoes. The mosquitoes were captured in artificial containers in Saint Pierre La Reunion Island France and kept in an insectarium. The insectarium was maintained under about 27.5 plus minus 1C 80 plus minus 20% RH and a natural photoperiod. Mouse blood meals were offered to mosquitoes twice a week for colony maintenance. Mice were anesthetized with a penthobarbituric before introducing them to the colony rearing and were left for 1h. Mosquitoes of generations F2 and F3 were used for the different experiments.,Interactor1Temp,SecondStressorValue,2019-02-01
109730,839,SK018,survival,proportion of individuals surviving life stage (emergence rate),0.685,proportion,0.08,0.08,SE,terrestrial,laboratory,estimate of total food (liver) provided per larvae per day,1.0,mg,2013,2013,Colony kept in Oxford UK,colony (Ascoli strain),decimal,51.758515,-1.251366,Aedes albopictus,300,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,27.0,Celsius,300.0,egg,figure 3,Blagrove et al. 2013. A Wolbachia wMel transinfection in Aedes albopictus is not detrimental to host fitness and inhibits Chikungunya virus. PLoS Negl Trop Dis. 7(3):e2152,10.1371/journal.pntd.0002152,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,The Uju.wMel line was generated by microinjection of wMel from D. melanogaster into a Wolbachia-uninfected (cured) Ae. albopictus strain UjuT. Uju.wt was generated by introgression of the natural wAlbA/B infection of Ae. albopictus from the Ascoli strain (Italy) into UjuT background for four generations followed by a further three here. The resulting line was greater than 99% UjuT nuclear background and contained both wAlbA and wAlbB. All Ae. albopictus colonies in Oxford were maintained at 27 degC and 70% relative humidity on a 12-h light/dark cycle.,Unplottable,,2019-02-01
109731,839,SK018,survival,proportion of individuals surviving life stage (emergence rate),0.72,proportion,0.07,0.07,SE,terrestrial,laboratory,estimate of total food (liver) provided per larvae per day,1.0,mg,2013,2013,Colony kept in Oxford UK,colony (Ascoli strain),decimal,51.758515,-1.251366,Aedes albopictus,300,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,27.0,Celsius,300.0,egg,figure 3,Blagrove et al. 2013. A Wolbachia wMel transinfection in Aedes albopictus is not detrimental to host fitness and inhibits Chikungunya virus. PLoS Negl Trop Dis. 7(3):e2152,10.1371/journal.pntd.0002152,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,The Uju.wMel line was generated by microinjection of wMel from D. melanogaster into a Wolbachia-uninfected (cured) Ae. albopictus strain UjuT. Uju.wt was generated by introgression of the natural wAlbA/B infection of Ae. albopictus from the Ascoli strain (Italy) into UjuT background for four generations followed by a further three here. The resulting line was greater than 99% UjuT nuclear background and contained both wAlbA and wAlbB. All Ae. albopictus colonies in Oxford were maintained at 27 degC and 70% relative humidity on a 12-h light/dark cycle.,Unplottable,,2019-02-01
109850,859,SK025,survival,proportion of individuals surviving life stage (emergence rate),0.66,proportion,,,,terrestrial,laboratory,estimate of total food (tetramin) provided per larvae per day,0.5,mg,2002,2002,Laboratorio de Entomologia Medica e Veterinaria do Departame to de Zoologia da Universidad e Federal do Parana Brazil,colony,decimal,-25.447583,-49.232444,Aedes albopictus,50,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,15.0,Celsius,50.0,egg,table 1,Calado et al. 2002. Evaluation of the temperature influence on the development of Aedes albopictus. Rev Saude Publica 36(2).,10.1590/s0034-89102002000200009,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,,Unplottable,,2019-02-01
109852,859,SK025,survival,proportion of individuals surviving life stage (emergence rate),0.82,proportion,,,,terrestrial,laboratory,estimate of total food (tetramin) provided per larvae per day,0.5,mg,2002,2002,Laboratorio de Entomologia Medica e Veterinaria do Departame to de Zoologia da Universidad e Federal do Parana Brazil,colony,decimal,-25.447583,-49.232444,Aedes albopictus,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,20.0,Celsius,,egg,table 1,Calado et al. 2002. Evaluation of the temperature influence on the development of Aedes albopictus. Rev Saude Publica 36(2).,10.1590/s0034-89102002000200009,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,,Unplottable,,2019-02-01
109854,859,SK025,survival,proportion of individuals surviving life stage (emergence rate),0.735,proportion,,,,terrestrial,laboratory,estimate of total food (tetramin) provided per larvae per day,0.5,mg,2002,2002,Laboratorio de Entomologia Medica e Veterinaria do Departame to de Zoologia da Universidad e Federal do Parana Brazil,colony,decimal,-25.447583,-49.232444,Aedes albopictus,,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,indeterminate,25.0,Celsius,,egg,table 1,Calado et al. 2002. Evaluation of the temperature influence on the development of Aedes albopictus. Rev Saude Publica 36(2).,10.1590/s0034-89102002000200009,Brass et al. 2024. Role of vector phenotypic plasticity in disease transmission as illustrated by the spread of dengue virus by Aedes albopictus. Nat Commun 15: 7823,10.1038/s41467-024-52144-5,Sarah Kelly,s.kelly@imperial.ac.uk,,Unplottable,,2019-02-01
