Id,DatasetID,OriginalID,OriginalTraitName,OriginalTraitDef,OriginalTraitValue,OriginalTraitUnit,OriginalErrorPos,OriginalErrorNeg,OriginalErrorUnit,Habitat,LabField,SecondStressorDef,SecondStressorValue,SecondStressorUnit,TimeStart,TimeEnd,Location,LocationType,CoordinateType,Latitude,Longitude,Interactor1,Interactor1Common,Interactor1Number,Interactor1Kingdom,Interactor1Phylum,Interactor1Class,Interactor1Order,Interactor1Family,Interactor1Genus,Interactor1Species,Interactor1Stage,Interactor1Sex,Interactor1Temp,Interactor1TempUnit,Interactor1GrowthTemp,Interactor1GrowthTempUnit,Interactor1DenUnit,FigureTable,Citation,DOI,CuratedByCitation,CuratedByDOI,SubmittedBy,ContributorEmail,Notes,DefaultChartXaxis,DefaultChartCategory,EmbargoReleaseDate
89446,109,PHX212,survival,percent surviving life stage,66.9,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,130,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,,20.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89447,109,PHX212,survival,percent surviving life stage,49.2,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,130,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,,25.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89448,109,PHX212,survival,percent surviving life stage,51.4,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,140,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,,30.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89449,109,PHX212,survival,percent surviving life stage,10.0,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,190,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,,35.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89450,109,PHX212,survival,percent surviving life stage,0.0,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,100,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,egg,,40.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89451,109,PHX212,survival,percent surviving life stage,0.0,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L1,,5.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89452,109,PHX212,survival,percent surviving life stage,0.0,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L1,,10.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89453,109,PHX212,survival,percent surviving life stage,88.8,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L1,,15.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89454,109,PHX212,survival,percent surviving life stage,96.3,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L1,,20.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89455,109,PHX212,survival,percent surviving life stage,92.5,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L1,,25.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89456,109,PHX212,survival,percent surviving life stage,87.5,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L1,,30.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89457,109,PHX212,survival,percent surviving life stage,92.5,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,120,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L1,,35.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89458,109,PHX212,survival,percent surviving life stage,0.0,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L1,,40.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89459,109,PHX212,survival,percent surviving life stage,93.0,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L2,,15.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89460,109,PHX212,survival,percent surviving life stage,100.0,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L2,,20.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89461,109,PHX212,survival,percent surviving life stage,94.6,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L2,,25.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89462,109,PHX212,survival,percent surviving life stage,98.6,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L2,,30.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89463,109,PHX212,survival,percent surviving life stage,83.3,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,120,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L2,,35.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89464,109,PHX212,survival,percent surviving life stage,86.4,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L3,,15.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89465,109,PHX212,survival,percent surviving life stage,92.2,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L3,,20.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
89466,109,PHX212,survival,percent surviving life stage,95.7,percent,,,,terrestrial,laboratory,,,,,,Saint-Pierre Reunion Island,field,decimal,-21.3419,55.4778,Aedes albopictus,tiger mosquito,80,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,albopictus,L3,,25.0,Celsius,27.5,Celsius,,table 1,Delatte et al. 2009. Influence of temperature on immature development survival longevity fecundity and gonotrophic cycles of Aedes albopictus vector of chikungunya and dengue in the Indian Ocean. J Med Entomol. 46: 33-41.,10.1603/033.046.0105,"Pawar, S., Huxley, P.J., Smallwood, T.R.C. et al. Variation in temperature of peak trait performance constrains adaptation of arthropod populations to climatic warming. Nat Ecol Evol 8, 500–510 (2024).",10.1038/s41559-023-02301-8,Paul Huxley,phuxly@gmail.com,,Interactor1Temp,LocationText,2009-01-01
